Id,SalePrice
2658,118809.13066494059
2718,167440.63713070168
2414,227055.2420020017
1989,105562.74146984705
625,168547.190054512
333,81015.69969933611
1327,88147.15526423884
858,141049.50240316454
95,181874.93944500625
1568,150783.86405362142
2482,165740.40786590462
1364,113300.3571109231
2584,154181.11561911044
818,274362.4924724658
2673,148272.96804151055
2089,130645.4078025589
1297,164966.5188375519
790,123852.57823977394
2616,178677.7059969275
720,210976.45943817598
222,147171.34271198785
557,127312.40625748344
1148,191366.3172864139
2766,168655.09621233548
534,178532.64647690224
1452,122890.80556487036
630,143287.72931593403
2648,138082.785874165
125,170714.89748186388
1904,15262.82614827351
1670,98772.70861995083
756,96822.1786750895
717,229864.91408540105
1032,145495.34650176123
852,216386.62753086543
1731,177245.18245766655
2639,95638.69808967187
2071,53486.394193870365
1267,136371.9642955557
1851,181800.3096482936
567,166765.01530937894
2439,214644.76186036493
1898,151378.50645918428
647,170449.69786629415
2256,225223.8312003321
979,67177.08526138202
1444,228849.15323057064
2485,120078.27436074227
157,113289.29326579499
88,116684.3385913736
2003,95295.31974936856
186,214760.78106250372
1425,245038.63714254636
2695,121180.49325232058
738,108023.74096849086
395,149423.55354009313
1353,170001.56053045712
1878,156728.72770260047
390,158896.37392772056
1456,235388.7813526298
1103,311287.6262844285
1387,126596.82963937009
2070,144231.53787395076
1199,168098.93451222006
2479,181923.58206849973
501,316853.37867535977
2362,56233.476212033536
1718,240968.7552290787
2188,55877.18156421298
1483,174379.66195925733
2557,88222.93389418944
437,349984.97929246456
2224,177089.3712259486
1628,189024.3419671027
397,126267.3285120568
587,196706.7905192716
2182,472620.6249441034
971,152325.33425944875
2611,136276.59570790152
1887,80525.92199780243
2399,361347.3911534181
2148,203256.20107932104
304,140920.66995645664
1997,137057.8644827125
2817,129121.06902642437
1431,220081.2974218352
427,342317.4389800797
263,124479.88304791343
598,187917.04471314047
2895,224152.98350671856
687,141813.39567881142
1822,129630.21188626744
2191,94272.98678746301
179,99222.13537087028
1009,279279.98436153657
2010,104172.85091533768
1991,150072.07819584623
1411,175951.3752438437
1721,265798.45183036145
1144,198339.83256201807
593,218128.09519177047
575,288887.2270558951
1249,173921.6354372758
1604,112669.30232857476
1064,416589.8084382446
1923,150158.62559084757
1988,74988.40305802118
2325,172195.2253360726
114,197679.57347125746
2700,166537.50845677574
217,103404.44504614324
343,183919.68867565316
386,223710.507739135
2005,107093.85497065587
2908,91292.09242609183
1814,234691.59850922378
2446,430397.61506134854
208,161482.56897016673
1679,109076.16189417947
822,312951.74187931814
6,189721.63510928393
1781,345745.8161488415
2397,302248.08220194455
2340,346040.82406674966
1618,164987.9809894131
2843,150275.5105029558
1061,357600.5388821132
2786,119473.68085615388
1935,129210.37124210752
1341,123072.44820783992
521,259896.84299801494
2136,141363.90341609291
996,197042.86881828168
227,140781.38656515052
135,182055.2572331322
1167,155137.42166541415
294,211675.0090310655
1776,185101.79772235776
540,177231.71405349468
1717,240301.57952435265
2303,114260.8248862389
116,187947.16120672008
127,147092.53992538952
1371,126823.42194543585
1014,177166.14824288318
1507,64704.62712098376
702,153496.70594640175
750,141458.15280272768
261,143215.57960219102
1559,64166.36243167867
577,203494.49543338703
2812,197256.5381035898
2080,156830.4736976411
1368,85647.67449712532
2376,128202.32054456953
659,116653.65644872747
1235,129424.59881745007
332,47966.098693255015
1917,140065.37143331202
2094,246327.63634221975
1460,252610.03203169716
1471,216388.85303667057
1509,117084.1147544025
1922,114482.05919388516
433,418303.98101270443
460,299401.12329061783
1116,225336.88838401652
1137,168733.6653596619
53,189600.41590654396
2354,250739.3065522787
1475,197635.5324352251
1761,443004.5083616725
842,129758.21538973296
2739,175193.11811312684
2509,162129.7935234634
1007,206435.21471690253
2610,174541.4266119159
1952,96564.87920534554
2719,166566.8240934693
2921,83066.39077090917
1966,136076.1816830773
292,114858.36797808077
1204,196660.43239653695
1829,250538.07396489673
2419,188565.7419047731
391,164121.76892463551
798,126121.92757817768
481,214798.62164057727
193,193128.599925237
555,122513.99449568539
899,46334.35271600113
2357,181873.22458850252
328,130456.5747841652
1356,118068.28489788581
1154,112072.07850852395
1730,188047.9440709056
2249,159297.06012162237
1119,279007.1597118564
2856,141745.22512069822
1394,130078.45249016941
2587,130055.30782295307
61,310463.7060053812
2661,166179.9572024134
2711,128112.55251264459
1147,188349.5758075041
757,138404.3192907113
2623,73038.10682865481
2378,151865.20993290184
1413,143082.8847457564
1722,256016.29199363652
1112,225469.72200764072
1623,183234.9606238998
1201,215891.59624041567
1513,113180.11355616884
957,381448.89647264034
1171,260078.20503773494
1145,199311.29461195008
2726,209685.5343462423
703,153992.43553820445
760,89239.83852461266
1964,146145.1292672971
2512,200921.5294426951
159,143486.10896596027
1281,181930.48203985908
468,199978.40007015556
290,128329.21662057852
665,110788.3813361694
1463,252655.9264233482
1792,206364.77493537444
923,140380.69645419737
500,278625.2698682143
1408,131545.74742932513
331,51784.754260165646
170,152277.533880177
2192,90373.21052851385
2571,296061.9760531826
2314,164441.71655188315
2647,83307.15781499802
422,389524.23821773415
2457,309585.01054593764
1838,192665.1221339492
2805,255520.75186626555
1645,160614.68843406442
1711,317856.7526968852
2825,241855.78526543695
322,329246.3873063784
2103,248454.7468444035
342,118662.58843932442
600,108003.70794096398
488,171874.81389487308
1725,314359.6687101398
2246,268357.7320148383
2847,151252.76849447706
806,235627.94714183806
530,229375.09663131
963,190047.29478945892
2678,89512.6290011023
171,60478.8196038967
2401,385370.94305485685
805,228568.42346442956
2259,225984.60713475614
1748,213690.22357422547
1361,129326.0659820812
1677,118161.35986088494
1406,160599.14941546775
2322,246361.4684514476
688,149981.3549198064
143,126311.11415963218
804,214438.02245390168
1214,169025.13564300325
2828,154469.94315400333
1999,205596.65973857147
2467,189441.62079089053
2665,182073.47179297
1538,306894.11972487636
398,109617.5195299135
2822,149960.95165181652
2157,161193.82830191206
1856,187717.7891921331
1269,103920.77570746785
2570,107777.41483798463
2320,248940.92232240795
1517,126012.06853404225
2304,81242.10368683284
1312,100777.71637206829
2012,138066.71077978663
506,268069.2385598435
2865,190532.24622527
2367,105641.8970272464
554,91078.17529086833
238,140644.526831979
1954,101783.05794318274
2488,138387.1794761786
2291,83235.12999727897
1969,89228.595586451
2725,157783.49176140197
1482,169334.6597638045
2763,205911.29403364853
503,273605.1881685366
1584,255112.2496819822
1531,178410.04114895465
2210,174413.03503485955
459,333011.0477512777
556,115768.7996052826
1347,138627.05317202894
1290,72622.50411527502
1388,74598.67772185263
1571,322392.9884729369
2754,209604.7966829626
765,153440.25540011263
2494,109414.08888453842
2870,197433.08339762792
7,263403.93398713437
1114,232409.92736367465
2418,266347.1155753407
291,104548.82523130436
18,362097.5326966387
39,356997.4772225822
1001,283228.5722427669
2442,228295.24330264924
616,134966.5109180767
2680,19565.66361816859
1414,129610.46851989327
289,149044.93137953102
40,257112.0790907364
860,136158.34520289878
409,125564.93077397422
673,156018.83991740143
2427,194433.69331175595
2036,190033.14623577512
2564,140097.4935361711
642,167104.62179025734
1008,181818.7992582644
1908,155090.2254846719
2519,206106.46408026712
1369,94278.96069733152
2855,158197.14000335013
712,93881.12017723854
1943,100171.23767610826
1958,133302.4673320079
107,196126.26216501725
2295,204428.62314724957
704,70861.24069299328
676,140638.0632365868
259,178231.04055859745
93,291680.6544712432
106,237681.5519356008
2315,170125.52062781248
1050,101190.36730346429
1095,229846.45129251608
2709,156211.37447494443
758,124080.9942926502
1496,167787.38639849698
2370,118473.56178460948
2458,266183.73979005346
2733,133483.74128752196
161,266821.31951229123
726,155265.01849642754
845,218591.17984375366
947,241461.90279259445
2232,71246.2326447449
2563,135614.19562488585
2299,134759.16662967182
211,73188.72461876395
605,170763.41011916945
1478,207517.97479692858
2247,273502.2432056915
2274,213681.80132657546
2869,200047.05678869796
967,209732.20131239452
2656,89235.84913247371
667,204049.41845137204
1042,110629.25447456723
2023,167815.67999813656
2447,361031.32607554016
2055,136433.46137328533
2275,284421.1039488232
2204,175726.51412863843
1563,268461.75963161513
483,251021.713619735
796,151717.84375274397
1526,152389.74682281114
2042,160174.73149247674
442,346496.9197748415
1693,327674.018361423
1468,225273.5563240104
1430,191221.68798618487
2605,185048.44133277418
1529,204730.27669454078
335,129219.25271189847
1287,114814.60024794369
31,99796.10761144692
1785,278856.179178023
82,154454.274876922
2620,127156.22704218671
252,176967.49637124388
721,59314.773804426935
2165,183130.55959949954
2316,202618.2802018548
775,142651.2217326684
1558,100215.40190573597
17,215980.78454778632
1022,231817.88580407234
925,117716.42561214611
438,289527.89431947854
1270,147901.60022669635
1272,108542.57404112865
215,159804.3759293056
266,228442.31770499237
2402,315432.0286258527
1250,131352.80821143076
1984,118018.61007810727
1279,138566.13934167786
377,235189.21021161307
1252,133714.44252876253
2156,253115.14377713032
499,323522.18921621295
1374,134427.32364168792
2898,211137.67537267596
401,101664.40602794148
2721,173941.46767792164
2078,230184.32727838866
