Id,SalePrice
2658,128674.40840299247
2718,168833.06594069678
2414,224433.69365974172
1989,111516.14102860788
625,170035.2659836488
333,83749.5116452192
1327,90368.2959578886
858,142254.01792845762
95,186111.6344753062
1568,151204.1409890048
2482,168219.32927140035
1364,114888.53406725219
2584,154948.47900658936
818,268795.4053666546
2673,154855.05085262502
2089,128857.72631399106
1297,166393.78801152957
790,123387.18684641688
2616,178932.6651655159
720,213582.7495747219
222,145199.6012702185
557,127900.19525090259
1148,193541.36918760795
2766,167670.5495282932
534,180915.6311148936
1452,122409.97697702204
630,141426.97978554692
2648,141629.28058549232
125,170310.1818110855
1904,25782.127246156364
1670,100867.23260306755
756,99646.01572548598
717,237762.96002116514
1032,146982.8726799641
852,216532.5914170583
1731,175730.01578650877
2639,102003.73223787476
2071,59861.186658025705
1267,137500.1069905298
1851,184932.1174392921
567,168415.69304046937
2439,214875.75172599367
1898,152428.7060118919
647,167733.91170355244
2256,224927.09209119927
979,77115.51742531921
1444,228754.75245345617
2485,117645.85411297566
157,114544.76884436455
88,118473.08399643793
2003,100110.14903333152
186,218411.81306742766
1425,245946.11202910583
2695,123605.25035271642
738,110631.69747925861
395,150282.85923828284
1353,170510.36322666006
1878,154897.53966319477
390,160742.74213801985
1456,235932.41614743622
1103,306859.85113725555
1387,127566.58275601231
2070,143304.777336246
1199,171901.86008485444
2479,182704.08234354728
501,310992.925647677
2362,64869.777364385445
1718,237680.04846656095
2188,63290.56191592979
1483,174279.91457981855
2557,89143.93404271046
437,342881.8568287443
2224,178448.58517850924
1628,190825.70149697614
397,126373.17452071514
587,197206.9630259853
2182,471311.80396198033
971,150160.7365233762
2611,137893.61769799105
1887,82187.52182985983
2399,358121.1456494647
2148,203798.0893261886
304,141054.22271769407
1997,137788.22944109683
2817,128848.43847655985
1431,213687.3806216174
427,340832.2969767979
263,124809.83682626559
598,187071.35499447584
2895,224264.15710449062
687,144841.98172866588
1822,129591.35442369097
2191,100194.40901751234
179,105199.40231791785
1009,272418.9071209154
2010,107906.91916815788
1991,151943.49598705035
1411,174500.33120456283
1721,263185.6292072613
1144,198260.3213826834
593,219648.1296793532
575,289355.06272980105
1249,176127.8959326959
1604,112342.97345064918
1064,412192.65200070105
1923,149771.68929070927
1988,83352.67224623438
2325,173644.415405092
114,198097.19918978427
2700,168763.8679682606
217,111339.29745794092
343,182403.672695384
386,226378.96095123835
2005,106833.47223618647
2908,98013.58263236524
1814,232670.45335225103
2446,423169.2710362158
208,162986.47674092324
1679,111590.88342789243
822,312794.70092142455
6,187944.55363964435
1781,348549.3778367505
2397,297424.99161092436
2340,337406.8609480397
1618,164470.81639767665
2843,154553.50847211917
1061,354181.2907098213
2786,118913.24743903698
1935,129184.73957069393
1341,124412.56222107251
521,260957.36384731438
2136,139112.9052949834
996,195145.59925750454
227,141117.5119172092
135,180606.15760438604
1167,156564.93507181059
294,213444.6013333359
1776,186950.68362899206
540,178158.45980503535
1717,236964.64885325552
2303,114642.28722890175
116,188747.96709228648
127,144299.1504515752
1371,128896.74222167238
1014,175725.85261241955
1507,72446.10748457341
702,153038.52876828407
750,146783.45078296802
261,145516.08744951297
1559,66969.91342121027
577,206832.84275763534
2812,198936.43551084088
2080,158302.90696117637
1368,95745.19417232974
2376,127443.93266588359
659,118436.47198533248
1235,128450.81563215637
332,57901.058732905774
1917,140466.87913418002
2094,248089.52227725688
1460,253844.9157454588
1471,213428.19661207972
1509,117775.55606818706
1922,114666.8897315228
433,414121.903179447
460,296736.5428069012
1116,225692.84752834047
1137,167893.44190186667
53,189865.46304377174
2354,248918.45646652096
1475,197907.80141703607
1761,441024.7934965045
842,129121.55343954192
2739,174040.47422773027
2509,166440.46866047726
1007,209085.91807390458
2610,177267.11377176523
1952,100717.9251378525
2719,167659.57542122315
2921,85344.40002010093
1966,135714.30755645552
292,121108.68312944255
1204,197924.14878798643
1829,249942.2558905495
2419,189375.10960890024
391,164111.26374668436
798,128289.10786003499
481,213585.69522921898
193,198984.34729446616
555,121767.61753271762
899,50388.489528551785
2357,183567.18219585763
328,130579.62331852183
1356,118553.85875343371
1154,112489.91969014253
1730,187695.59103632477
2249,158141.1753640764
1119,277160.9205806189
2856,140833.38336517
1394,129469.22171800345
2587,130777.014718096
61,306654.2300460938
2661,171708.37416226912
2711,129601.98591439413
1147,190045.60481163164
757,141313.8909901927
2623,75030.17211639832
2378,154029.90322800403
1413,143782.85807715298
1722,252693.86660599656
1112,222605.42297850014
1623,182065.32463215868
1201,213451.97462639332
1513,114468.28526624033
957,359562.2255112673
1171,261030.1863647475
1145,202128.68807111125
2726,211158.85618916454
703,153962.25655571272
760,96116.09073840396
1964,144526.12523649633
2512,201222.79810172907
159,144943.86695454293
1281,181955.90508366717
468,197302.59890438346
290,129554.24003733133
665,116568.57342456475
1463,255701.2338651283
1792,208083.24399116816
